C:\Users\Sourav\AppData\Local\Programs\Python\Python35\python.exe C:/Users/Sourav/PycharmProjects/Vehicleloader/FetchingandLoading/Fetching.py
['MH-12']  Pune (city). Branch in Yerwada.
Also MSRTC buses are registered here.
['MH-13']  Solapur (city)
['MH-14']  Pimpri-Chinchwad
Also MSRTC buses are registered here.
['MH-15']  Nashik (city)
['MH-16']  Ahmednagar District (South)
['MH-17']  Ahmednagar District (North)
['MH-18']  Dhule
['MH-19']  Jalgaon
['MH-20']  Aurangabad – RTO is located on Station Road
Also MSRTC buses are registered here.
['MH-21']  Jalna (city)
['MH-22']  Parbhani
['MH-23']  Beed
['MH-24']  Latur RTO located in Babhalgaon Road
['MH-25']  Osmanabad
['MH-26']  Nanded
['MH-27']  Amravati
['MH-28']  Buldhana
['MH-29']  Yavatmal – RTO is located on Nagpur Road
['MH-30']  Akola – RTO is located on Dabki Road - 444002
['MH-31']  Nagpur West - RTO is Located at Amravati Road
Also MSRTC buses are registered here.
['MH-32']  Wardha
['MH-33']  Gadchiroli
['MH-34']  Chandrapur
['MH-35']  Gondia
['MH-36']  Bhandara
['MH-37']  Washim
['MH-38']  Hingoli
['MH-39']  Nandurbar
['MH-40']  Nagpur (Rural)
Also MSRTC buses are registered here.
['MH-41']  Malegaon, Nashik District
['MH-42']  Baramati, Pune
['MH-43']  Navi Mumbai – RTO at Vashi
['MH-44']  Ambejogai RTO located on Latur Road
['MH-45']  Akluj
['MH-46']  Panvel also MSRTC buses are registered here
['MH-47']  Mumbai North
['MH-48']  Virar
['MH-49']  Nagpur East – RTO is located on Bhandara Road
['MH-50']  Karad (Satara Rural) – RTO is located in Karad
['MH-51']  Nashik Rural
['MH-52']  [Kanwati) – RTO is located in Nanded Districts
['MH-53']  Nanded South
['MH-54']  Pune South
['ML-01']  ML government vehicles
['ML-02']  ML police vehicles
['ML-03']  Vehicles
['ML-04']  Jaintia Hills
['ML-05']  Shillong
['ML-06']  West Khasi Hills
['ML-07']  East Garo Hills
['ML-08']  West Garo Hills(Tura)
['ML-09']  South Garo Hills
['ML-10']  Ri-Bhoi
['MN-01']  Imphal West
['MN-02']  Churachandpur
['MN-03']  Kangpokpi
['MN-04']  Thoubal
['MN-05']  Bishnupur
['MN-06']  Imphal East
['MN-07']  Ukhrul
['MP-01']  State Governor's Vehicle
['MP-02']  MP Government Vehicles
['MP-03']  MP Police Vehicle
['MP-04']  Bhopal
['MP-05']  Hoshangabad
['MP-06']  Morena
['MP-07']  Gwalior
['MP-08']  Guna
['MP-09']  Indore
['MP-10']  Kahrgone (west Nimar)
['MP-11']  Dhar
['MP-12']  Khandwa (East Nimar)
['MP-13']  Ujjain
['MP-14']  Mandsaur
['MP-15']  Sagar
['MP-16']  Chhatarpur
['MP-17']  Rewa
['MP-18']  Shahdol
['MP-19']  Satna
['MP-20']  Jabalpur
['MP-21']  Katni
['MP-22']  Seoni
['MP-23']  Raipur
['MP-24']  Durg
['MP-25']  Jagdalpur (not in use)
['MP-26']  Bilaspur (not in use)
['MP-27']  Ambikapur (not in use)
['MP-28']  Chhindwara
['MP-29']  Rajnandgaon(not in use)
['MP-30']  Bhind
['MP-31']  Sheopur
['MP-32']  Datia
['MP-33']  Shivpuri
['MP-34']  Damoh
['MP-35']  Panna
['MP-36']  Tikamgarh
['MP-37']  Sehore
['MP-38']  Raisen
['MP-39']  Rajgarh
['MP-40']  Vidisha
['MP-41']  Dewas
['MP-42']  Shajapur
['MP-43']  Ratlam
['MP-44']  Neemuch
['MP-45']  Jhabua
['MP-46']  Badwani
['MP-47']  Harda
['MP-48']  Betul
['MP-49']  Narsinghpur
['MP-50']  Balaghat
['MP-51']  Mandla
['MP-52']  Dindori
['MP-53']  Sidhi
['MP-54']  Umaria
['MP-55']  YTB
['MP-56']  YTB
['MP-57']  YTB
['MP-58']  YTB
['MP-59']  YTB
['MP-60']  YTB
['MP-61']  YTB
['MP-62']  YTB
['MP-63']  YTB
['MP-64']  YTB
['MP-65']  Anuppur
['MP-66']  Singrauli (Waidhan)
['MP-67']  Ashoknagar
['MP-68']  Burhanpur
['MP-69']  Alirajpur
['MP-70']  Agar / Malwa
['MZ-01']  Aizawl
['MZ-02']  Lunglei
['MZ-03']  Saiha
['MZ-04']  Champhai
['MZ-05']  Kolasib
['MZ-06']  Serchhip
['MZ-07']  Lawngtlai
['MZ-08']  Mamit
['NL-01']  Kohima
['NL-02']  Mokokchung
['NL-03']  Tuensang
['NL-04']  Mon
['NL-05']  Wokha
['NL-06']  Zunheboto
['NL-07']  Dimapur
['NL-08']  Phek
['OD-01', 'OR-01']  Balasore
['OD-02', 'OR-02']  Kurdha-I
['OD-03', 'OR-03']  Bolangir
['OD-04', 'OR-04']  Chandikhol
['OD-05', 'OR-05']  Cuttack
['OD-06', 'OR-06']  Dhenkanal
['OD-07', 'OR-07']  Ganjam
['OD-08', 'OR-08']  Kalahandi
['OD-09', 'OR-09']  Keonjhar
['OD-10', 'OR-10']  Koraput
['OD-11', 'OR-11']  Mayurbhanj
['OD-12', 'OR-12']  Phulabani Khandamal
['OD-13', 'OR-13']  Puri
['OD-14', 'OR-14']  Rourkela
['OD-15', 'OR-15']  Sambalpur
['OD-16', 'OR-16']  Sundergarh
['OD-17', 'OR-17']  Baragarh
['OD-18', 'OR-18']  Rayagada
['OD-19', 'OR-19']  Angul
['OD-20', 'OR-20']  Gajapati
['OD-21', 'OR-21']  Jagatsinghpur
['OD-22', 'OR-22']  Bhadrak
['OD-23', 'OR-23']  Jharsuguda
['OD-24', 'OR-24']  Nabarangpur
['OD-25', 'OR-25']  Nayagarh
['OD-26', 'OR-26']  Nuapada
['OD-27', 'OR-27']  Boudh
['OD-28', 'OR-28']  Debagarh
['OD-29', 'OR-29']  Kendrapara
['OD-30', 'OR-30']  Malkangiri
['OD-31', 'OR-31']  Subarnapur district
['OD-32']  Bhanjanagar
['OD-33']  Bhubaneswar-II
['OD-34']  Jajpur
['OD-35']  Talcher
['PB-01']  Chandigarh taxi vehicles from Punjab
['PB-02']  Amritsar
['PB-03']  Bathinda
['PB-04']  Faridkot
['PB-05']  Ferozepur
['PB-06']  Gurdaspur
['PB-07']  Hoshiarpur
['PB-08']  Jalandhar
['PB-09']  Kapurthala
['PB-10']  Ludhiana
['PB-11']  Patiala (city)
['PB-12']  Ropar
['PB-13']  Sangrur
['PB-14']  Ajnala
['PB-15']  Abohar
['PB-16']  Anandpur Sahib
['PB-17']  Baba Bakala
['PB-18']  Batala
['PB-19']  Barnala
['PB-20']  Balachaur
['PB-21']  Dasuya
['PB-22']  Fazilka
['PB-23']  Fatehgarh Sahib
['PB-24']  Garhshankar
['PB-25']  Jagraon
['PB-26']  Khanna
['PB-27']  Kharar
['PB-28']  Malerkotla
['PB-29']  Moga
['PB-30']  Muktsar
['PB-31']  Mansa
['PB-32']  Nawanshahar
['PB-33']  Nakodar
['PB-34']  Nabha (Patiala South West)
['PB-35']  Pathankot
['PB-36']  Phagwara
['PB-37']  Phillaur
['PB-38']  Patti
['PB-39']  Rajpura (Patiala North)
['PB-40']  Rampura Phul
['PB-41']  Sultanpur Lodhi
['PB-42']  Samana (Patiala East)
['PB-43']  Samrala
['PB-44']  Sunam
['PB-45']  Talwandi Sabo
['PB-46']  Tarn Taran
['PB-47']  Zira
['PB-48']  Amloh (Patiala West)
['PB-49']  Khamanon
['PB-50']  Budhlada
['PB-51']  Jhunir / Sardulgarh
['PB-52']  Bassi Pathana
['PB-53']  Malout
['PB-54']  Mukerian
['PB-55']  Payal
['PB-56']  Raikot
['PB-57']  Bhulath
['PB-58']  Dera Baba Nanak
['PB-59']  Dhuri
['PB-60']  Gidderbaha
['PB-61']  Jalalabad
['PB-62']  Jaitu
['PB-63']  Khadoor Sahib
['PB-64']  Moonak
['PB-65']  Mohali
['PB-66']  Nihal Singh Wala
['PB-67']  Shahkot
['PB-68']  Dhar Kalan (District Pathankot)
['PB-69']  Bagha Purana
['PB-70']  Dera Bassi
['PB-71']  Chamkaur Sahib
['PB-72']  Pattran (Patiala East)
['PB-73']  Tappa Mandi
['PB-74']  Nangal
['PB-75']  Lehragaga
['PB-76']  Ahmedgarh
['PB-77']  Guru Har Sahai
['PY-01']  Puducherry
['PY-02']  Karaikal
['PY-03']  Mahe
['PY-04']  Yanam
['PY-05']  Oulgaret
['RJ-01']  Ajmer
['RJ-02']  Alwar
['RJ-03']  Banswara
['RJ-04']  Barmer
['RJ-05']  Bharatpur
['RJ-06']  Bhilwara
['RJ-07']  Bikaner
['RJ-08']  Bundi
['RJ-09']  Chittaurgarh
['RJ-10']  Churu
['RJ-11']  Dholpur
['RJ-12']  Dungarpur
['RJ-13']  Sri Ganganagar
['RJ-14']  Jaipur South
['RJ-15']  Jaisalmer
['RJ-16']  Jalore
['RJ-17']  Jhalawar
['RJ-18']  Jhunjhunu
['RJ-19']  Jodhpur
['RJ-20']  Kota
['RJ-21']  Nagaur
['RJ-22']  Pali
['RJ-23']  Sikar
['RJ-24']  Sirohi
['RJ-25']  Sawai Madhopur
['RJ-26']  Tonk
['RJ-27']  UDAIPUR-1
['RJ-28']  Baran
['RJ-29']  Dausa
['RJ-30']  Rajsamand
['RJ-31']  Hanumangarh
['RJ-32']  Kotputli (Jaipur)
['RJ-33']  Ramganj Mandi (Kota)
['RJ-34']  Karauli
['RJ-35']  Pratapgarh
['RJ-36']  Beawar (Ajmer)
['RJ-37']  Didwana (Nagaur)
['RJ-38']  Abu Road (Sirohi)
['RJ-39']  Balotra (Barmer)
['RJ-40']  Bhiwadi (Alwar)
['RJ-41']  Rambaag
['RJ-42']  Kishangarh (Ajmer)
['RJ-43']  Phalodi (Jodhpur)
['RJ-44']  Sujangarh (Churu)
['RJ-45']  Jaipur North
['RJ-46']  Bhinmal (Jalore)
['RJ-47']  Dudu (Jaipur)
['RJ-48']  Kekri (Ajmer)
['RJ-49']  Nohar (Hanumangarh)
['RJ-50']  Nokha (Bikaner)
['RJ-51']  Shahpura (Bhilwara)
['RJ-59']  Shahpura (Jaipur)
['TN-01']  Chennai Central
['TN-02']  Chennai Anna Nagar
['TN-03']  Chennai Tondiarpet
['TN-04']  Chennai Royapuram
['TN-05']  Chennai Kolathur
['TN-06']  Chennai Mandavelli
['TN-07']  Chennai Tiruvanmiyur
['TN-09']  Chennai West & South East (K. K. Nagar)
['TN-10']  Chennai South West (Virugambakkam)
['TN-11']  Chennai Suburban South (Tambaram)
['TN-12']  Chennai Suburban (Poonamallee)
['TN-13']  Chennai Suburban North Central (Ambattur)
['TN-14']  Chennai Suburban South East Sholinganallur
['TN-15']  Ulundurpet
['TN-15Z']  Kallakurichi
['TN-16']  Tindivanam
['TN-16Z']  Gingee
['TN-18']  Chennai Suburban North (Red Hills
['TN-18Y']  Gummidipoondi)
['TN-19']  Chengalpattu
['TN-20']  Tiruvallur
['TN-20X']  Thiruthani
['TN-21']  Kanchipuram
['TN-22']  Chennai Alandur
['TN-23']  Vellore
['TN-23T']  Gudiyatham
['TN-24']  Krishnagiri
['TN-25']  Thiruvannamalai District
['TN-27']  Salem District (Not In Use)
['TN-28']  Namakkal North
['TN-29']  Dharmapuri
['TN-30']  Salem West
['TN-30W']  Omalur
['TN-31']  Cuddalore
['TN-31Z']  Panruti
['TN-32']  Villupuram
['TN-33']  Erode East
['TN-34']  Thiruchengode
['TN-36']  Gobichettipalayam
['TN-36W']  Bhavani
['TN-36Z']  Sathyamangalam
['TN-37']  Coimbatore South
['TN-37Z']  Sulur
['TN-38']  Coimbatore North
['TN-39']  Tirupur
['TN-39Z']  Avinashi
['TN-40']  Mettupalayam
['TN-41']  Pollachi
['TN-41W']  Valparai
['TN-42']  Tirupur South
['TN-42Y']  Kangayam
['TN-43']  Ooty
['TN-45']  Tiruchirapalli East
['TN-45Z']  Manaparai
['TN-46']  Perambalur
['TN-47']  Karur
['TN-48']  Srirangam
['TN-48X']  Lalgudi
['TN-48Z']  Thuraiyur
['TN-49']  Thanjavur
['TN-50']  Tiruvarur
['TN-50Z']  Mannargudi
['TN-51']  Nagapattinam
['TN-52']  Sankagiri
['TN-54']  Salem East
['TN-55']  Pudukottai
['TN-56']  Perundurai
['TN-57']  Dindigul
['TN-58']  Madurai South
['TN-59']  Madurai North
['TN-60']  Theni
['TN-61']  Ariyalur
['TN-63']  Sivaganga district
['TN-63Z']  Karaikudi
['TN-64']  Madurai Central
['TN-65']  Ramanathapuram
['TN-66']  Coimbatore Central
['TN-67']  Virudhunagar
['TN-67W']  Aruppukottai
['TN-68']  Kumbakonam
['TN-69']  Thoothukudi
['TN-70']  Hosur
['TN-72']  Tirunelveli
['TN-73']  Ranipet
['TN-73Z']  Arakkonam
['TN-74']  Nagercoil
['TN-75']  Marthandam
['TN-76']  Tenkasi
['TN-77']  Attur
['TN-77Z']  Valapadi
['TN-78']  Dharapuram
['TN-78Z']  Udumalpet
['TN-79']  Sankarankovil
['TN-81']  Tiruchirapalli East
['TN-82']  Mayiladuthurai
['TN-82Z']  Sirkazhi
['TN-83']  Vaniyambadi
['TN-83Z']  Ambur
['TN-84']  Srivilliputhur
['TN-85']  Chennai Manapakkam
['TN-86']  Erode West
['TN-87']  Sriperumbudur
['TN-88']  Namakkal South
['TN-88Z']  Paramathi Velur
['TN-90']  Salem South
['TN-91']  Chidambaram
['TN-91Y']  Neyveli
['TN-91Z']  Virudhachalam
['TN-92']  Thiruchendur
['TN-93']  Mettur
['TN-94']  Palani
['TN-95']  Sivakasi
['TN-96']  Kovilpatti
['TN-99']  Coimbatore – West
['TS-01']  Adilabad
['TS-02']  Karimnagar
['TS-03']  Warangal
['TS-04']  Khammam
['TS-05']  Nalgonda
['TS-06']  Mahbubnagar
['TS-07']  Ranga Reddy
['TS-08']  Medchal
['TS-09']  Hyderabad Central (Khairtabad)
['TS-10']  Hyderabad North (Secunderabad)
['TS-11']  Hyderabad East (Malakpet)
['TS-12']  Hyderabad South (Kishanbagh)
['TS-13']  Hyderabad West (Tolichowki)
['TS-14']  Hyderabad (reserved)
['TS-15']  Sangareddy
['TS-16']  Nizamabad
['TS-17']  Kamareddy
['TS-18']  Nirmal
['TS-19']  Mancherial
['TS-20']  Asifabad (Komaram Bheem)
['TS-21']  Jagtial
['TS-22']  Peddapalli
['TS-23']  Sircilla
['TS-24']  Warangal (rural)
['TS-25']  Jayashankar
['TS-26']  Mahabubabad
['TS-27']  Jangaon
['TS-28']  Bhadradri
['TS-29']  Suryapet
['TS-30']  Yadadri
['TS-31']  Nagarkurnool
['TS-32']  Wanaparthy
['TS-33']  Gadwal
['TS-34']  Vikarabad
['TS-35']  Medak
['TS-36']  Siddipet
['TS XX A 1234 to TS XX SZ 1234']  The letters A to S are reserved to passenger vehicles.
['TS-09-Px : TS 09 PA 1234', 'TS 09 PB 1234']  TS-09-P of Hyderabad Central RTO is specifically used for Telangana Police vehicles.
['TS XX T 1234 to TS XX YZ 1234']  The letters T, U, V, W, X, Y are reserved for commercial vehicles.
['TS-xx-Z : TS XX Z 1234 to TS XX ZZ 1234']  The letter Z is reserved for the State Road Transport (TSRTC) buses.
['TR-01']  Agartala
['TR-02']  Kailasahar
['TR-03']  Udaipur
['TR-04']  Ambassa
['TR-05']  Dharmanagar
['TR-06']  Khowai
['TR-07']  Sepahijala
['TR-08']  Santirbazar
['UP-01']  Almora (now in Uttarakhand, not in use since November 2000)
['UP-02']  Nainital (now in Uttarakhand, not in use since November 2000)
['UP-03']  Pithoragarh (now in Uttarakhand, not in use since November 2000)
['UP-04']  Rudrapur (now in Uttarakhand, not in use since November 2000)
['UP-05']  Chamoli Gopeshwar (now in Uttarakhand, not in use since November 2000)
['UP-06']  Pauri (now in Uttarakhand, not in use since November 2000)
['UP-07']  Dehradun (now in Uttarakhand, not in use since November 2000)
['UP-08']  Tehri (now in Uttarakhand, not in use since November 2000)
['UP-09']  Uttarkashi (now in Uttarakhand, not in use since November 2000)
['UP-10']  Haridwar (now in Uttarakhand, not in use since November 2000)
['UP-11']  Saharanpur
['UP-12']  Muzaffarnagar
['UP-13']  Bulandshahar
['UP-14']  Ghaziabad
['UP-15']  Meerut
['UP-16']  Gautam Budh Nagar/Noida
['UP-17']  Baghpat
['UP-19']  Shamli
['UP-20']  Bijnor
['UP-21']  Moradabad
['UP-22']  Rampur (22G for government vehices, 22T for commercial vehicles)
['UP-23']  Amroha
['UP-24']  Badaun
['UP-25']  Bareilly
['UP-26']  Pilibhit
['UP-27']  Shahjahanpur
['UP-28']  Ayodhya
['UP-30']  Hardoi
['UP-31']  Lakhimpur Kheri
['UP-32']  Lucknow
['UP-33']  Raebareli
['UP-34']  Sitapur
['UP-35']  Unnao
['UP-36']  Amethi
['UP-37']  Hapur
['UP-38']  Sambhal district
['UP-40']  Bahraich
['UP-41']  Barabanki
['UP-42']  Faizabad
['UP-43']  Gonda
['UP-44']  Sultanpur
['UP-45']  Ambedkar Nagar
['UP-46']  Shravasti
['UP-47']  Balrampur
['UP-50']  Azamgarh
['UP-51']  Basti
['UP-52']  Deoria
['UP-53']  Gorakhpur
['UP-54']  Mau
['UP-55']  Siddharth Nagar
['UP-56']  Maharajganj
['UP-57']  Kushinagar
['UP-58']  Sant Kabir Nagar
['UP-60']  Ballia
['UP-61']  Ghazipur
['UP-62']  Jaunpur
['UP-63']  Mirzapur
['UP-64']  Sonbhadra
['UP-65']  Varanasi
['UP-66']  Bhadohi
['UP-67']  Chandauli
['UP-70']  Allahabad
['UP-71']  Fatehpur
['UP-72']  Pratapgarh
['UP-73']  Kaushambi
['UP-74']  Kannauj
['UP-75']  Etawah
['UP-76']  Farrukhabad
['UP-77']  Kanpur Dehat (rural)
['UP-78']  Kanpur Nagar (urban)
['UP-79']  Auraiya
['UP-80']  Agra
['UP-81']  Aligarh
['UP-82']  Etah
['UP-83']  Firozabad
['UP-84']  Mainpuri
['UP-85']  Mathura
['UP-86']  Hathras
['UP-87']  Kasganj
['UP-90']  Banda
['UP-91']  Hamirpur
['UP-92']  Jalaun
['UP-93']  Jhansi
['UP-94']  Lalitpur
['UP-95']  Mahoba
['UP-96']  Chitrakoot
['UK-01']  Almora district
['UK-02']  Bageshwar district
['UK-03']  Champawat district
['UK-04']  Nainital district
['UK-05']  Pithoragarh district
['UK-06']  Udham Singh Nagar district
['UK-07']  Dehradun district
['UK-08']  Haridwar district
['UK-09']  Tehri Garhwal district
['UK-10']  Uttarkashi district
['UK-11']  Chamoli district
['UK-12']  Pauri Garhwal district
['UK-13']  Rudraprayag district
['UK-15']  Pauri Garhwal district
['UK-16']  Dehradun district
['UK-17']  Haridwar district
['UK-18']  Udham Singh Nagar district
['WB-01']  Kolkata (Two Wheelers)
['WB-02']  Kolkata (Four Wheeler passenger vehicles)
['WB-03']  Kolkata Beltala (commercial goods carriages)
['WB-04']  Kolkata Beltala (commercial passenger vehicles)
['WB-05']  Kolkata Kasba (commercial vehicles)
['WB-06']  Kolkata Kasba (private vehicles (from WB-06K); however, from WB-06 till WB-06J registered in Beltala RTO as private four-wheelers)
['WB-07']  Kolkata Salt Lake (commercial vehicles (from WB-07J); however, from WB-07 till WB-07H registered in Beltala RTO as two-wheelers)
['WB-08']  Kolkata Salt Lake (private vehicles)
['WB-09']  Kolkata New Town (commercial vehicles)
['WB-10']  Kolkata New Town (private vehicles)
['WB-11']  Howrah
['WB-12']  Howrah
['WB-13']  Uluberia (transport vehicles)
['WB-14']  Uluberia (private vehicles)
Two-wheelers registered under Howrah RTO from WB-14E till WB-14L.
['WB-15']  Hugli-Chuchura
['WB-16']  Hugli-Chuchura
['WB-17']  Hooghly Srirampur
['WB-18']  Hooghly Srirampur (private vehicles from 18 K onwards; however from WB-18 till WB-18G registered in Hugli-Chuchura RTO as private vehicles)
['WB-19']  Alipore
['WB-20']  Alipore (private vehicles)
['WB-21']  YTB
['WB-22']  (* yet to be allotted *) (however WB-22, WB-22U registered in Alipore RTO as private vehicles)
['WB-23']  Barrackpore (transport vehicles)
['WB-24']  Barrackpore (private vehicles)
['WB-25']  Barasat (transport vehicles)
['WB-26']  Barasat (private vehicles)
['WB-27']  Bangaon (transport vehicles)
['WB-28']  Bangaon (private vehicles)
['WB-29']  Tamluk (transport vehicles)
['WB-30']  Tamluk (private vehicles)
['WB-31']  Contai (transport vehicles)
['WB-32']  Contai (private vehicles)
['WB-33']  Midnapur (transport vehicles)
['WB-34']  Midnapur (private vehicles)
['WB-35']  YTB
['WB-36']  Midnapur (private vehicles)
['WB-37']  Asansol (transport vehicles)
['WB-38']  Asansol (private vehicles)
The series of WB-38 A #### to WB-38 Z #### has finished. Thereafter WB-44 A #### was started and ran up to WB-44 D ####. Currently WB-38 AA #### has been put to use instead of WB-44.
['WB-39']  Durgapur (transport vehicles; also all SBSTC buses are registered in this RTO)
['WB-40']  Durgapur (private vehicles)
['WB-41']  Burdwan (transport vehicles)
['WB-42']  Burdwan (private vehicles)
['WB-43']  Kalna (transport vehicles)
['WB-44']  WB-44 – WB-44D : Asansol (private vehicles), thereafter WB-38AA has started
WB-44E – … : Kalna (private vehicles)

['WB-45']  YTB
['WB-46']  YTB
['WB-47']  Bolpur (transport vehicles)
['WB-48']  Bolpur (private vehicles)
['WB-49']  Jhargram (transport vehicles)
['WB-50']  Jhargram (private vehicles)
['WB-51']  krishnanagar (transport vehicles)
['WB-52']  krishnanagar (other than transport vehicles)
['WB-53']  Birbhum (transport vehicles)
['WB-54']  Birbhum (other than transport vehicles)
['WB-55']  Purulia (transport vehicles)
['WB-56']  Purulia (other than transport vehicles)
['WB-57']  Murshidabad (transport vehicles)
['WB-58']  Murshidabad (other than transport vehicles)
['WB-59']  Raiganj (transport vehicles)
['WB-60']  Raiganj (other than transport vehicles)
['WB-61']  Balurghat (transport vehicles)
['WB-62']  Balurghat (other than transport vehicles)
['WB-63']  Cooch Behar (transport vehicles; all NBSTC buses are also registered from this RTO)
['WB-64']  Cooch Behar (other than transport vehicles)
['WB-65']  Malda (transport vehicles)
['WB-66']  Malda (other than transport vehicles)
['WB-67']  Bankura (transport vehicles)
['WB-68']  Bankura (other than transport vehicles)
['WB-69']  Alipurduar (transport vehicles)
['WB-70']  Alipurduar (other than transport vehicles)
['WB-71']  Jalpaiguri (transport vehicles)
['WB-72']  Jalpaiguri (other than transport vehicles)
['WB-73']  Siliguri (transport vehicles)
['WB-74']  Siliguri (other than transport vehicles)
['WB-75']  YTB
['WB-76']  Darjeeling (transport vehicles)
['WB-77']  Darjeeling (other than transport vehicles)
['WB-78']  Kalimpong (transport vehicles)
['WB-79']  Kalimpong (other than transport vehicles)
['WB-80']  YTB
['WB-81']  YTB
['WB-82']  Raghunathpur (transport vehicles)
['WB-83']  YTB
['WB-84']  YTB
['WB-85']  Mathabhanga RTO (all commercial vehicle)
['WB-86']  Mathabhanga RTO (other than transport, both two and four wheeler)
['WB-87']  YTB
['WB-88']  YTB
['WB-89']  Kalyani (transport vehicles)
['WB-90']  Kalyani (private vehicles)
['WB-91']  Islampur (commercial vehicles)
['WB-92']  Islampur (private vehicles)
['WB-93']  Jangipur, West Bengal)(Murshidabad District) (Commercial Vehicle)
['WB-94']  Jangipur, West Bengal] (Murshidabad) (transport vehicles)(Private Vehicle)
['WB-95']  YTB
['WB-96']  Baruipur (private vehicles)

Process finished with exit code 0
